order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,snapshot_date
d3c8851a6651eeff2f73b0e011ac45d0,957f8e082185574de25992dc659ebbc0,processing,2016-10-05T22:44:13.000+08:00,2016-10-06T15:51:05.000+08:00,,,2016-12-09T00:00:00.000+08:00,10_2016
cbbb524a0e1646aa6cf7a3c0bbe517ad,dacb079d55ffb1d3955c5d923df3ebb7,delivered,2016-10-05T07:31:49.000+08:00,2016-10-06T02:46:24.000+08:00,2016-10-10T02:46:24.000+08:00,2016-10-16T14:36:00.000+08:00,2016-12-07T00:00:00.000+08:00,10_2016
ac2b7c522d811acba0aa270ed3e112e4,ef21aebbb093a6db29ccc6aa0b89c347,delivered,2016-10-05T15:08:00.000+08:00,2016-10-06T15:44:26.000+08:00,2016-10-10T15:44:27.000+08:00,2016-10-13T15:44:27.000+08:00,2016-11-29T00:00:00.000+08:00,10_2016
7033745709b7cf1bac7d2533663592de,7f0ca17bb33b230b47459437cf0682c7,delivered,2016-10-04T14:13:22.000+08:00,2016-10-04T14:46:48.000+08:00,2016-10-08T14:46:49.000+08:00,2016-10-11T14:46:49.000+08:00,2016-11-30T00:00:00.000+08:00,10_2016
5cd498954e2b37d71b315166809b4bd7,ff1a56726b7ea149c7423865609cc0c8,delivered,2016-10-07T00:54:40.000+08:00,2016-10-08T03:56:15.000+08:00,2016-10-25T11:35:52.000+08:00,2016-10-27T17:32:07.000+08:00,2016-12-01T00:00:00.000+08:00,10_2016
dc5f6cd4492bbffe5bcda9b87856c9a5,2ebf822bbf33241c7bffb42235519f92,delivered,2016-10-05T13:12:43.000+08:00,2016-10-06T15:47:29.000+08:00,2016-10-21T16:34:58.000+08:00,2016-10-27T12:33:29.000+08:00,2016-11-29T00:00:00.000+08:00,10_2016
ddaec6fff982b13e7e048b627a11d6da,68f4ad79cc0c2ad06e19088f5c00e9fa,canceled,2016-10-04T19:41:32.000+08:00,,,,2016-11-16T00:00:00.000+08:00,10_2016
cb2b577a4ebd84bf84ff3990084d490f,ebd67b458c0b8b23fa5d869779adc761,delivered,2016-10-05T17:11:49.000+08:00,2016-10-06T15:54:57.000+08:00,2016-10-30T15:14:54.000+08:00,2016-10-31T21:41:43.000+08:00,2016-11-29T00:00:00.000+08:00,10_2016
3b2ca3293a7ce539ea2379d704fa37ce,06a70917afd2dcd59396e1eac836c646,delivered,2016-10-05T12:44:09.000+08:00,2016-10-06T15:47:17.000+08:00,2016-11-17T11:54:02.000+08:00,2016-11-17T19:53:49.000+08:00,2016-11-25T00:00:00.000+08:00,10_2016
85841af0d94e5d0cd3a9c0e42e565b74,603dd05a409bcfe63ca922996c72bdfb,delivered,2016-10-05T22:39:46.000+08:00,2016-10-06T16:03:32.000+08:00,2016-10-10T16:03:33.000+08:00,2016-10-13T16:03:33.000+08:00,2016-11-25T00:00:00.000+08:00,10_2016
